"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity","FirstName","LastName","Gender","Age","TelephonesFullPhone","lat","lon","county","city","state","fips","stateFips","HomePurchasePrice","LandValue","DwellingUnitSize","storeVisitFrequency","PropertyType","EstHomeValue","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold","PartiesDescription","ReligionsDescription","LikelyUnionMember","GunOwner","Veteran","supportsAffordableCareAct","supportsGayMarriage","supportsGunControl","supportsTaxesRaise","overallsocialviews","DonatestoConservativeCauses","DonatestoLiberalCauses"
5374,"Mixed Gender Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Management","","","","Yes","","1 book purchase in home ","","","Yes","","","Unknown","","","Unknown","Yes","","","Yes","","","","","","","Yes","Alejandro","Braun","F",82.930963773069,"(917)-874-4963",33.60344,-96.81555,"Grayson County","Southmayd","Texas",48181,"48","$275000","$14000","1-Single Family Dwelling",5,"Residential","$296200","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
2325,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",7,"Likely Homeowner","Rooted Flower Power",13,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","","","","Unknown","","","Unknown","Unknown","","","","","","","","","Yes","Yes","Fabian","O'Reilly","M",83.1496924128503,"(749)-475-7625",34.33732,-91.82791,"Jefferson County","Altheimer","Arkansas",5069,"5","","","",8,"Residential","$325000","","","","","","","","","","Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
4107,"Female Only Household","Irish","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",12,"$499999+","Yes","","Grad Degree - Extremely Likely","Management","","","","","","","","","","","","Yes","","","Unknown","Unknown","Yes","","","","","","","","","","Linh","Hoppe","F",61.0116199589884,"(582)-527-2936",47.10354,-88.5679,"Houghton County","Houghton","Michigan",26061,"26","$275000","$15000","1-Single Family Dwelling",8,"Residential","$375000","","","","","","3 health and fitness magazine purchases","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5887,"Mixed Gender Household","","English/Welsh","",NA,"Likely Homeowner","",12,"$5000-9999","","","HS Diploma - Likely","Management","","","Yes","","","2 book purchases in home","","","","","","Unknown","","","Unknown","Yes","","","","","","","","","","","Melania","Durgan","M",43.4477101845523,"(135)-174-8691",48.17983,-121.48734,"Snohomish County","Dubor Creek","Washington",53061,"53","$200000","$25000","1-Single Family Dwelling",7,"Residential","$181100","","","","","","","","","","Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
4016,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","Unspoiled Splendor",13,"$10000-24999","","","HS Diploma - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","Yes","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Clement","Nitzsche","M",64.7956254272044,"(136)-269-8572",39.76778,-121.7813,"Butte County","Chico","California",6007,"6","$97000","$11000","1-Single Family Dwelling",5,"Residential","$84700","","","","","","1 health and fitness magazine purchase ","","","","Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
2244,"Mixed Gender Household","Irish","English/Welsh","",9,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes","","","Unknown","Yes","Yes","","","","","","","","","","Patricia","Kunze","F",28.5413533834586,"(516)-394-6379",41.43259,-74.00014,"Orange County","Newburgh","New York",36071,"36","","$13000","1-Single Family Dwelling",7,"Residential","$53100","","","","","","4 health and fitness magazine purchases","","3 financial magazine purchases","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
1068,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Likely to have a child",7,"Likely Homeowner","",NA,"$50000-99999","Yes","","Unknown","Other","","","","","","","","","","Yes","","Unknown","","","Unknown","Yes","","","","","","","","","","","Benito","Halvorson","F",50.488038277512,"(125)-194-3741",42.8473,-72.57981,"Windham County","Brattleboro","Vermont",50025,"50","","$44000","1-Single Family Dwelling",5,"Residential","$136200","","","","","","","","","","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4921,"Mixed Gender Household","English/Welsh","Vietnamese","",9,"Likely Renter","Aging in Place",13,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes","","","Unknown","Unknown","Yes","","","","","","","","","","Randall","Carroll","F",27.2754613807245,"(973)-596-1364",35.5276,-82.99458,"Haywood County","Waynesville","North Carolina",37087,"37","","$23000","5-9",7,"Apartment/Group Living","$333950","","","","","","","","","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","",""
105,"Mixed Gender Household","German","German","Known Data",5,"Likely Renter","",14,"$25000-49999","","","Unknown","Unknown","","","","","","","","","","","","Yes","1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes","Darwin","Schiller","M",92.5632262474368,"(325)-673-1785",45.25424,-94.09997,"Wright County","Annandale","Minnesota",27171,"27","","$14000","1-Single Family Dwelling",7,"Apartment/Group Living","$116421","","","","","","","","","","Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
737,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",5,"Likely Homeowner","Bohemian Groove",15,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","Yes","","Yes","","","Yes","Yes","","","","","","","","","","","Oswaldo","Spinka","F",46.0505809979494,"(789)-432-6957",38.38038,-89.87871,"Saint Clair County","Freeburg","Illinois",17163,"17","$50000","","1-Single Family Dwelling",8,"Residential","$115700","","","","","","","","","","Democratic","","","Unknown","Unknown","","","","","","",""
3800,"Female Only Household","English/Welsh","German","Modeled Not as Likely to have a child",1,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Extremely Likely","Unknown","","Yes","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Kristel","Romaguera","M",47.8277511961723,"(475)-687-3458",43.42396,-75.88991,"Oswego County","Williamstown","New York",36075,"36","$150000","$13000","1-Single Family Dwelling",6,"Residential","$187500","","","","1 gardening magazine purchase ","","","","","Yes","Democratic","","","Unknown","Unknown","","","","","","",""
174,"Mixed Gender Household","Dutch (Netherlands)","Hungarian","Known Data",6,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Other","","","","","","","","","","","","Yes","","","Unknown","Unknown","","","Yes","","","","","","","Yes","Abdul","Wiegand","F",58.6657552973342,"(297)-243-1342",38.72469,-89.62301,"Madison County","Highland","Illinois",17119,"17","$270000","$1000","1-Single Family Dwelling",5,"Residential","$222300","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","","Republican","Protestant","","Unknown","Yes","","","","","","",""
1532,"Mixed Gender Household","Polish","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","","Stephan","Toy","F",39.218045112782,"(197)-259-6951",32.15358,-81.93045,"Evans County","Hagan","Georgia",13109,"13","$57000","$23000","1-Single Family Dwelling",7,"Residential","$150500","","","","","","","","","Yes","Democratic","Protestant","","Yes","Unknown","","","","","","",""
3571,"Female Only Household","English/Welsh","German","Known Data",9,"Likely Renter","Aging in Place",16,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Yes","","","Unknown","Yes","","","","","","","","","","","Bret","Stracke","M",52.2788790157211,"(369)-367-4562",36.38557,-107.52255,"Rio Arriba County","Cibolo Mesa","New Mexico",35039,"35","$220000","","1-Single Family Dwelling",8,"Apartment/Group Living","$182500","","","","","","","","","Yes","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2183,"Male Only Household","","English/Welsh","Known Data",7,"Likely Renter","Soul Survivors",14,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","Yes","","","Yes","","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes","Lavera","Renner","F",67.4176349965824,"(952)-985-1752",43.57471,-88.63483,"Dodge County","LeRoy","Wisconsin",55027,"55","","$11000","1-Single Family Dwelling",7,"Apartment/Group Living","$166911","","","","","","","","","","Non-Partisan","","","Unknown","Unknown","","","","","","",""
262,"Mixed Gender Household","Irish","English/Welsh","Known Data",8,"Likely Renter","Reaping Rewards",12,"$250000-499999","","","Grad Degree - Likely","Education","","","","Yes","","2 book purchases in home","","","","Yes","","Unknown","","","Unknown","Yes","","","","","","","","","Yes","Yes","Desiree","Hane","F",31.6144907723855,"(719)-436-1427",31.34295,-89.37562,"Lamar County","West Hattiesburg","Mississippi",28073,"28","","$12000","",5,"Apartment/Group Living","","","","","","","","","","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","",""
4722,"Female Only Household","English/Welsh","German","",8,"Likely Renter","",16,"","","","Grad Degree - Extremely Likely","Other","","","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes","Yes","Bo","Rath","F",78.7778537252221,"(362)-328-2397",30.0577,-84.49379,"Wakulla County","Sopchoppy","Florida",12129,"12","","$20000","1-Single Family Dwelling",7,"Apartment/Group Living","","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4300,"Mixed Gender Household","Irish","Scots","",7,"Likely Homeowner","No Place like Home",13,"","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Ali","Ledner","F",50.6083390293917,"(412)-362-9618",39.04911,-114.59445,"White Pine County","Majors Place","Nevada",32033,"32","$159000","","1-Single Family Dwelling",8,"Residential","$155400","1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","","Yes","Democratic","","","Unknown","Unknown","","","","","","",""
1257,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",7,"","Reaping Rewards",14,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Marietta","Renner","M",32.9733424470267,"(958)-732-2739",37.40913,-83.77094,"Owsley County","Sturgeon","Kentucky",21189,"21","","$17000","1-Single Family Dwelling",8,"Residential","$87500","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","","Democratic","","","Unknown","Unknown","","","","","","",""
3710,"Mixed Gender Household","Scots","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","Yes","Yes","","","","","","Yes","","Yes","1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes","Angelia","Bednar","M",75.3875598086124,"(265)-429-9835",32.37321,-92.65848,"Jackson Parish","Ansley","Louisiana",22049,"22","","$17000","1-Single Family Dwelling",6,"Residential","$179800","1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","2 financial magazine purchases","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","Yes",""
4521,"Male Only Household","French","Scots","",8,"Likely Homeowner","",15,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","","Unknown","Yes","","","Yes","","","","","","","Yes","Jeniffer","Price","F",75.0758714969241,"(638)-349-1379",33.04395,-111.02484,"Pinal County","Wooley Mine","Arizona",4021,"4","","$12000","1-Single Family Dwelling",8,"Residential","$162500","","","","","","","","","","Republican","","","Unknown","Unknown","","","","","","",""
2630,"Male Only Household","German","Dutch (Netherlands)","Not Likely to have a child",3,"Likely Homeowner","",16,"","","","Bach Degree - Extremely Likely","Other","","","","Yes","","1 book purchase in home ","","","Yes","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes","Bert","Bernhard","F",41.0663021189337,"(528)-724-2673",44.13368,-70.31589,"Androscoggin County","Auburn","Maine",23001,"23","","$4000","1-Single Family Dwelling",8,"Unknown","$72307","","","","","","","","1 financial magazine purchase ","","Democratic","","","Unknown","Unknown","","","","","","",""
1120,"Female Only Household","English/Welsh","","Not Likely to have a child",6,"Likely Renter","",12,"","Yes","","Grad Degree - Likely","Management","","","","","","","","","","Yes","","Yes","","","Unknown","Unknown","","","Yes","","","","","","","","Vanessa","Ernser","F",90.5454545454545,"(526)-875-2786",43.62361,-82.9175,"Sanilac County","Freidberger","Michigan",26151,"26","","$19000","1-Single Family Dwelling",8,"Apartment/Group Living","$245321","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","","Democratic","Jewish","","Unknown","Unknown","","","","","","",""
5930,"Female Only Household","Irish","English/Welsh","Known Data",9,"","",16,"","Yes","","Grad Degree - Extremely Likely","Clerical/Office","","","","Yes","","","","","","","","Unknown","","","Unknown","Unknown","","","","","","","","","","","Mckinley","Grimes","M",56.8967874231032,"(438)-436-2198",31.75065,-108.93839,"Hidalgo County","Mouser Place","New Mexico",35023,"35","","$19000","",5,"Residential","$132800","","","","","","","","","","Republican","","","Unknown","Unknown","","","","","","",""
1681,"Mixed Gender Household","","Italian","Not Likely to have a child",1,"Likely Homeowner","",13,"","","","HS Diploma - Likely","Engineering","","","","Yes","Yes","","","","","","","Yes","","","Unknown","Yes","","","","","","","","","","","Lyndia","Olson","F",45.4764183185236,"(236)-816-7358",44.13146,-70.91729,"Oxford County","Lovell","Maine",23017,"23","$158000","$13000","1-Single Family Dwelling",7,"Residential","$133000","1 family-oriented magazine purchase ","","","","","","","","","Democratic","","","Unknown","Unknown","","","","","","",""
88,"Mixed Gender Household","English/Welsh","","Not Likely to have a child",9,"Likely Renter","",16,"","","","Some College -Extremely Likely","Unknown","","","","","","","","","","","","Yes","","","Unknown","Yes","","","","","","","","","","","Dallas","Goldner","M",79.9398496240602,"(124)-429-3967",41.67907,-115.69286,"Elko County","Williams Cabin","Nevada",32007,"32","","$16000","1-Single Family Dwelling",7,"Apartment/Group Living","$140624","","","","","","","","","","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2911,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Renter","",15,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes","","","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes","Janae","Feil","F",88.9924812030075,"(971)-943-9681",32.91507,-108.64728,"Grant County","Cliff","New Mexico",35017,"35","","","1-Single Family Dwelling",7,"Apartment/Group Living","$224936","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","","Yes"
61,"Mixed Gender Household","German","Finnish","Known Data",8,"Likely Renter","",14,"$25000-49999","","","Bach Degree - Likely","Manufacturing","","","Yes","Yes","","","","","","Yes","","Yes","","","Unknown","Yes","Yes","","","","","","","","","","Lorriane","Mohr","F",38.663021189337,"(487)-827-1439",37.85548,-122.00774,"Contra Costa County","Danville","California",6013,"6","","$9000","1-Single Family Dwelling",6,"Residential","$143749","1 family-oriented magazine purchase ","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
3093,"Mixed Gender Household","Arab","Hispanic","Not Likely to have a child",7,"Likely Renter","",12,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Financial Services","","","","","Yes","2 book purchases in home","","","Yes","Yes","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Hollis","Barrows","F",58.8844839371155,"(371)-695-9731",42.10272,-110.67684,"Lincoln County","Johnson Spencer Ditch","Wyoming",56023,"56","","$9000","1-Single Family Dwelling",6,"Apartment/Group Living","$162500","","","","","","","","","","Democratic","Protestant","","Yes","Yes","","","","","","",""
5944,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Renter","",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Donovan","Schaefer","F",76.1503759398496,"(316)-945-3769",55.37056,-131.17667,"Ketchikan Gateway Borough","Sea Level Creek","Alaska",2130,"02","","$17000","1-Single Family Dwelling",8,"Apartment/Group Living","$224936","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
1865,"Mixed Gender Household","German","English/Welsh","",9,"Likely Homeowner","",14,"","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","Yes","","6 book purchases in home","","","Yes","Yes","","Yes","","","Unknown","Unknown","","","Yes","","","","","","","Yes","Tracey","Lakin","M",29.4053315105947,"(972)-965-9635",41.99669,-88.15424,"Cook County","Hanover Park","Illinois",17031,"17","$116000","","1-Single Family Dwelling",8,"Residential","$123800","","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","","Yes","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2378,"Female Only Household","Irish","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","Aging of Aquarius",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes","1 religious contribution  in home","","Unknown","Yes","Yes","","","","","","","","","","Von","Lockman","M",65.2768284347232,"(249)-426-8947",41.30494,-111.87244,"Weber County","North Ogden","Utah",49057,"49","","","1-Single Family Dwelling",8,"Residential","$151800","","","","","","","","2 financial magazine purchases","Yes","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4365,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Renter","",14,"$25000-49999","","","HS Diploma - Extremely Likely","Clerical/Office","","","","","","","","","","Yes","","Unknown","","","Yes","Unknown","","","","","","","","","","","Norman","O'Connell","F",31.7593984962406,"(472)-534-7123",43.71323,-115.63566,"Boise County","Twin Springs","Idaho",16039,"16","$82000","","1-Single Family Dwelling",7,"Triplex","$75400","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1566,"Mixed Gender Household","English/Welsh","Hungarian","Known Data",5,"Likely Homeowner","",13,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Medical","","","","","","","","","","","","Yes","","","Yes","Yes","","","","Yes","","","Yes","","","","Lita","Heller","F",101.799043062201,"(924)-257-3957",42.39222,-79.26871,"Chautauqua County","Fredonia","New York",36013,"36","","$4000","1-Single Family Dwelling",6,"Residential","$237500","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1741,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown","","","Unknown","Unknown","","","","","","","","","","","Darin","Kub","F",71.7593984962406,"(265)-894-8257",27.8778,-98.00639,"Jim Wells County","Palo Hueco Estates Colonia","Texas",48249,"48","","$18000","1-Single Family Dwelling",7,"Residential","$201000","","","","","","","","","","Democratic","Protestant","","Yes","Unknown","","","","","","",""
3279,"Male Only Household","Likely Af-Am (Modeled)","Scots","Not Likely to have a child",6,"Likely Homeowner","",15,"$250000-499999","","","Bach Degree - Likely","Education","","","","","","2 book purchases in home","","","","Yes","","Unknown","","","Unknown","Yes","","","Yes","","","","","","","Yes","Bradford","Ziemann","F",43.26999316473,"(625)-865-6817",36.16512,-82.15985,"Carter County","Backwoods","Tennessee",47019,"47","$312000","","1-Single Family Dwelling",6,"Residential","$277000","","","","","","","","","Yes","Non-Partisan","Protestant","","Yes","Unknown","","","","","Liberal","",""
4635,"Mixed Gender Household","German","English/Welsh","Modeled Not as Likely to have a child",7,"Likely Renter","",13,"$25000-49999","Yes","","Bach Degree - Likely","Unknown","","","Yes","Yes","","","","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","Yes","Neal","Blick","F",81.1483253588517,"(814)-728-5392",44.72163,-90.75153,"Clark County","Willard","Wisconsin",55019,"55","","$7000","1-Single Family Dwelling",8,"Apartment/Group Living","$142300","","","","","","","","","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","",""
529,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",5,"Likely Renter","",16,"","Yes","","Some College -Extremely Likely","Unknown","","Yes","Yes","","","","","","Yes","Yes","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Lakisha","Cassin","M",94.0997949419002,"(376)-716-1893",28.37695,-97.34527,"Refugio County","Ryanville","Texas",48391,"48","","$13000","1-Single Family Dwelling",5,"Residential","$142800","","","","","","","","","Yes","Democratic","","","Yes","Unknown","","","","","","",""
3945,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",12,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","","","","3 book purchases in home","","","Yes","Yes","","Unknown","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Anibal","Bahringer","M",62.5481886534518,"(174)-624-3216",36.82123,-81.70123,"Smyth County","Chilhowie","Virginia",51173,"51","$160000","$10000","",7,"Residential","$154200","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2336,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"","",16,"$499999+","","Yes","Unknown","Management","","","","Yes","","1 book purchase in home ","","","","Yes","","Yes","","","Unknown","Yes","","","","","","","","","","","Luciana","Romaguera","F",50.3485987696514,"(326)-136-7596",37.91643,-87.80225,"Posey County","Marrs Center","Indiana",18129,"18","","$9000","1-Single Family Dwelling",5,"Unknown","$333950","1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4200,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Other","","","","","","1 book purchase in home ","","","","Yes","","Yes","","","Unknown","Unknown","Yes","","","","","","","","","Yes","Julianne","Terry","F",80.3280929596719,"(491)-619-3864",34.41676,-96.1536,"Atoka County","Atoka","Oklahoma",40005,"40","$55000","","1-Single Family Dwelling",5,"Residential","$89300","","","","","","","1 Do-It-Yourself magazine purchase ","","","Republican","","","Unknown","Unknown","","","","","","",""
5547,"Mixed Gender Household","English/Welsh","English/Welsh","",6,"Likely Homeowner","Unspoiled Splendor",NA,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","","","Unknown","","","Unknown","Unknown","","","","","","","","","","","Roderick","Block","M",27.1606288448394,"(685)-827-2895",43.44722,-83.84306,"Saginaw County","Buena Vista","Michigan",26145,"26","","","1-Single Family Dwelling",7,"Residential","$349500","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2609,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",13,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","Yes","","Yes","1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","","Duane","Zieme","M",55.2098427887902,"(756)-236-6843",34.70008,-85.73553,"Jackson County","Henagar","Alabama",1071,"1","","$13000","1-Single Family Dwelling",5,"Residential","$117386","","","","","","1 health and fitness magazine purchase ","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
997,"Mixed Gender Household","","Hispanic","Not Likely to have a child",8,"Likely Homeowner","",15,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Bradley","Schaden","F",48.8831168831169,"(891)-638-8745",41.71471,-114.95453,"Elko County","Wrist Spring","Nevada",32007,"32","","","1-Single Family Dwelling",6,"Residential","$62500","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3195,"Female Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Extremely Likely","Other","","","","Yes","Yes","1 book purchase in home ","","","","Yes","","Yes","","","Unknown","Yes","","","","","","","","","","Yes","Mohamed","Hahn","F",46.406015037594,"(942)-368-3579",37.45507,-84.98746,"Casey County","Chilton","Kentucky",21045,"21","","$3000","1-Single Family Dwelling",5,"Residential","$139700","1 family-oriented magazine purchase ","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
275,"Male Only Household","Irish","French","Known Data",3,"Likely Homeowner","",16,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Unknown","1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","","Vonnie","Cruickshank","M",59.9890635680109,"(486)-518-2895",43.41335,-82.84438,"Sanilac County","Sandusky","Michigan",26151,"26","$169000","","",6,"Residential","$242800","","","","","","","","","","Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3167,"Male Only Household","English/Welsh","English/Welsh","Known Data",6,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Unknown","","","","","","1 book purchase in home ","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Lorinda","Pfeffer","M",99.6855775803144,"(986)-768-3427",38.85644,-90.14039,"Saint Charles County","Alton","Missouri",29189,"29","","","1-Single Family Dwelling",7,"Residential","$116000","","","","","","","","","","Non-Partisan","","Yes","Yes","Unknown","","","","","","",""
5592,"Mixed Gender Household","German","Irish","Known Data",9,"Likely Renter","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes","","","Unknown","Unknown","","","","","","","","","","","Erasmo","D'Amore","F",83.002050580998,"(879)-972-6148",33.64421,-111.59097,"Maricopa County","Fort McDowell","Arizona",4013,"4","","","1-Single Family Dwelling",5,"Residential","$78200","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
2821,"Mixed Gender Household","","English/Welsh","",7,"Likely Homeowner","",15,"$50000-99999","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","","Yes","","Unknown","","","Unknown","Yes","","","","","","","","","","","Ernestine","Oberbrunner","M",51.3274094326726,"(218)-643-3761",45.10859,-95.43088,"Chippewa County","Louriston","Minnesota",27023,"27","","","1-Single Family Dwelling",4,"Residential","$87500","","","","","","","","","","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4472,"Mixed Gender Household","","Irish","Not Likely to have a child",8,"Likely Homeowner","",13,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Other","","","","","Yes","","","","","Yes","","Yes","","","Unknown","Unknown","","","","","","","","","","","Bud","Baumbach","F",75.1496924128503,"(743)-714-7425",36.4375,-109.64233,"Apache County","Windy Valley","Arizona",4001,"4","$294000","","1-Single Family Dwelling",7,"Residential","$293700","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
